date,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,HI,IA,ID,IL,IN,KS,KY,LA,MA,MD,ME,MI,MN,MO,MS,MT,NC,ND,NE,NH,NJ,NM,NV,NY,OH,OK,OR,PA,RI,SC,SD,TN,TX,UT,VA,VT,WA,WI,WV,WY
20200515,0,0.6209,0.9437,0.006033333,0.265931783,0.413385714,0.431571429,0,0,0.117621429,0.42127619,0,0.476466667,-0.47245,0.1265,0.229,-0.2553,0.338757143,0.078666667,0.569363636,0.142542857,0,0.1969,0.8353,0.078225,0.4787,0,0.240566667,0,0,0,0.342445455,0.128625,0.19869,0.321855882,0.270744444,0.34455,0.265838462,0.092733333,0.4404,0.0937,0.9018,0.71482,0.2539225,0,0.043530769,-0.2438,0.339084615,0.144542857,0,0
20200516,0,0.9595,0.6696,0.522533333,0.257968067,0.33344,0.157933333,0,0,0.4453,0.34836087,0,0.01365,0,0.65555,0.189728571,-0.2023,0.060333333,0.0221,0.191258824,0.4176,0,0.4541,0.30235,0.308366667,0,0,0.443633333,0,0.17,0,0.38865,0.307616667,0.227336364,0.330858,0.205215385,0.5574,0.425144444,0.256925,0.7344,0.105466667,0,0.08085,0.378135897,-0.125,0.442133333,0.6682,-0.025178571,0.276466667,0,0
20200517,0,0.17,0,0.367785714,0.189505882,0.4387625,-0.052675,0,0,0.306804348,0.38645,0,0,0,0.377714286,0.26301,0,0.56515,0.15206,0.407216667,0.064488889,0,0,0.3745,0.2732,0.25354,0,0.299985714,0,0,0,0.233425,0.85405,0.41652,0.4158,0.1501125,0,0.159718182,0.380416667,0.5994,0.314522222,0,0.446,0.408673684,0.4019,0.28445,0.111725,0.3884,0.154875,0,0.7269
20200518,0,0.4454,0,0.428783333,0.225124138,0.4586,-0.051033333,0,0,0.17426875,0.382277419,0,0.37155,0,0.137,0.236971429,0.67435,0.250233333,0.121588889,0.379635294,0.1501325,0,0.20868,0.50226,-0.3404,0.214233333,-0.092266667,0.2776,0,-0.296,0,0.208775,0.8016,0.17532,0.3401825,0.145990909,0.598966667,0.2404,0.157283333,0.2022,0.3802,0,0.020714286,0.408416,-0.102366667,0.40155,0.5202,0.1558,0.0578,0.249366667,0
20200519,0,0,0,-0.098925,0.167017143,0.4396,0.4898,0,0,0.274653333,0.305112903,0,0.4679,0.645433333,-0.020925,0.36839375,-0.069466667,0.55464,0.243488889,0.177892857,0.072791111,0.6063,0.4588,0.274925,0.32895,-0.075933333,0,0.035454545,0,0,0,0.28739375,0.08945,0.347671429,0.305235294,0.273075,0.178566667,0.375371429,0.2342,0.7831,0.50375,0,0.26704,0.385112121,0,0.52235,0.349666667,0.326,0.3303,0,0
20200520,0,0.444033333,0,0.5264,0.299598901,0.443225,0.236266667,0,0,0.212947368,0.426332353,0,0.2196,0.72495,0.35168,0.202628571,0.187833333,0.44385,0.190383333,0.18493125,0.033472917,0,0.10415,0.2615,0.782066667,0.5915,-0.19235,0.406023077,0,0,0,0.062575,0.532685714,0.164441667,0.281651351,0.172166667,0.82075,0.50307,0.329614286,0,0.70255,0,0.22766,0.304179167,0.4133,-0.304542857,0.203533333,0.289737037,0.4404,0,0
20200521,0,0.7906,-0.6186,0.222966667,0.318367,0.299033333,0,0,0.8133,0.123114286,0.43378125,0,0.9203,0.467233333,0.53,0.194673333,-0.0276,0.0316,0.0297875,0.364057143,0.185052273,0.1901,0.1584,0.460642857,0.073333333,0.3381,0,0.45272,0,0,0,0.30218125,0,0.290181818,0.228021429,0.335438462,-0.186833333,0.492642857,0.353,0.370733333,0.135375,0,0.30244,0.386624242,0.24425,0.62975,0.2554,0.266392308,-0.15385,0,0.4003
20200522,0,0.45575,0.2499,0.22344,0.410704895,0.592583333,0.4738,0,0,0.330878947,0.4454,0,0.23035,0.7127,0.292825,0.1101,0.329966667,0.1405,0.10965,0.4393,0.012871429,0,0.234833333,0.318775,0.8567,0.574333333,-0.10115,0.34341,0,0,0,0.70606,0.8655,0.031114286,0.187891429,0.126718182,0.5121,0.1521,0.228142857,0.13268,0.01506,0,0.605442857,0.316457143,0.1591,0.401766667,0.612683333,0.221528571,0.2612,0.7964,0
20200523,0,-0.12705,0,0.012783333,0.339752688,0.4556,0,0,0,0.202647368,0.4719,0,0.1615,0,0.24922,0.203523529,0.49675,0.1357,-0.304125,0.091477778,0.162445,0,0.7634,0.24102,0.334,0.77245,0,0.362285714,0,0,0,0.174409091,0,0.142433333,0.208271111,0.38728,-0.200233333,0.269275,0.430866667,0,0.385666667,0,0.714466667,0.292102778,0.5267,-0.033633333,0.22734,0.297085714,0.084975,0,0.4767
20200524,0,0,0.6705,0.04915,0.280658427,0.47228,0.522125,0,0.7906,0.412452174,0.256963636,0,0.2294,0.1406,0.137475,0.141572727,0.546483333,0.09365,0.2618,0.387985714,0.281310256,-0.38915,0.9274,0.225616667,0,0.913,0.34,0.128385714,0,0,0.2553,0.282472727,0,-0.10666,0.213142424,0.467266667,0.872,0.020677778,0.4494375,0,-0.227133333,0,0.518266667,0.276340426,0.5574,-0.008957143,0.5275,0.423946154,0.246525,0,0
20200525,0,0,0,0.2868,0.310001235,0.9432,0.475525,0,0,0.211916667,0.534275,0,0,0,0.07139,0.307508696,0.8625,0,0.30027,0.530542857,0.240463636,0,0.49982,0.7534,0,0.246433333,0.0772,0.095475,0,0.7184,0,0.341366667,0.7906,0.133657143,0.333681081,0.143715385,0,0,0.296266667,0.5994,-0.11315,0,0.348566667,0.234173333,-0.3182,-0.058,0.162142857,0.177453846,0.35015,0.743,-0.3382
20200526,0,0.71725,0,0.301671429,0.266582192,0.746566667,0,0,-0.4019,0.27186875,0.305217391,0,0.5848,0,0.71225,0.089158333,0.4747,-0.4926,0.139744444,0.0094,0.214736842,0,-0.063475,0.60665,0.51465,0.6808,-0.0703,0.557357143,0,0,-0.872,0.399528571,0.131833333,0.5338,0.328507895,0.328566667,0,0.168883333,0.459025,0.87055,0.1214,0,0.41085,0.317032143,0.8176,0.176342857,0.394133333,0.331646154,0.2681875,0,0
20200527,0,0.1181,0.21095,0.590925,0.224822078,0.345033333,0.84065,0,0,0.458982353,0.399127778,0,-0.05305,0,-0.072,-0.002915385,0,0.2463,0.1235,-0.007492857,0.279154545,0,0.35705,-0.13815,0.9312,0,0.5574,0.474,0,0.3612,0,0.605483333,0,0.39296,0.374456667,0.400833333,-0.167675,0.29393,0.2639,0.70235,-0.1044,0,0.535733333,0.157206977,-0.08175,0.38535,0.603866667,0.32902,0.03124,0.307633333,0
20200528,0,0,-0.0386,-0.0742,0.30295,0.24765,0.7096,0,-0.0703,0.18718,0.246495,0,-0.073133333,0,0.104657143,0.161173333,0.34205,0.6705,0.048128571,0.6643875,0.206671429,0,0.7992,-0.076657143,0,0.0018,-0.4404,0.147583333,0,0,0.6369,0.45649,0,0.14864,0.244003226,0.07636,0.9134,-0.44555,0.434383333,0,0.1082,0,0.0318,0.289929032,0.5948,0.549366667,0,0.257807407,0.559733333,0.9169,0
20200529,0,0.7536,0,0.248888889,0.303654762,0.04925,0.7622,0,0,0.301278571,0.380338095,0,0,-0.2461,0.138336364,0.153358824,0.2977,0.177425,0.047283333,0.318763636,0.145725,0.6486,0.5255,0.40874,0.6589,0.522233333,0,0.06234,0,0.3027,0,0.367728571,0.3612,0.138133333,0.415878125,0.49043,0,0.334516667,0.31845,0,0.2952,0,0.15358,0.346605405,0,0.233571429,0.3408,0.1760625,-0.2416,0,0
20200530,0,0.6652,-0.17215,0.336533333,0.164311828,0.47488,0.67605,0,0.6114,0.308,0.488161905,0,-0.0616,0,0.7255,0.319884615,0.058366667,-0.092866667,-0.120816667,0.0638,0.169869697,-0.105066667,0.203833333,-0.258933333,0.567033333,0.5859,0.3628,-0.0213125,0,0,0,0.347166667,0,-0.014366667,0.11068125,0.286846667,0,0.28732,0.490357143,0,0.41174,0,0.17443,0.201513158,0.4019,0.22258,0.8868,0.252884615,0.5415,0,0.6486
20200531,0,-0.00245,0,0.3832,0.096693243,0.552833333,0.502566667,0,0,0.414035714,0.24077,0,0,0.9403,0,0.023764286,0.4053,0.4184,0,0.274866667,0.233130769,0,0,-0.1232,0.299033333,0.5392,0,0.14975,0,0.5423,0,0.192011111,0,-0.64975,0.012342857,0.491128571,-0.1779,0,0.427533333,0.6369,0,0,0.08895,0.180683333,0,0.038633333,0.2364,0.351385714,0.6696,0,0
20200601,0,0,0.54855,0.32324,0.184415493,0.129175,-0.0383,0,0,0.201086667,0.36904,0,0,0,0.529266667,0.197909091,0.270957143,0.7003,0.124785714,-0.0505,0.004285,0,0,-0.1101,-0.3173,0,0.047525,0.299766667,0,0,0,0.343045455,0.6124,0.29295,0.325169697,0.34453,0.5313,-0.061566667,0.6882,0,0.38505,0,0.1997,0.211746875,0.0322,-0.173,-0.05165,0.192078571,0,0,0
20200602,0,0,0,-0.16096,0.149792982,0.41795,0,0,0,-0.105266667,0.74108125,0,-0.266625,0.6514,-0.45048,0.290645455,0.2298875,0,0.16804,0.1533,-0.044864706,0,0.40005,-0.039533333,0,0,0,0.28595,0,-0.7906,0,-0.04762,0,0.15428,0.399122727,0.13776,0.81285,0.035275,0.151,0,0.1972875,0,-0.009171429,0.115417647,0.6239,0.6799,0.2627,0.38786,0.21656,0.7906,0
20200603,0,-0.0344,0.0951,0.926,0.253368919,0.1835,0.17,0,0,0.165709091,0.576807407,0,0,0,0.3726,0.198726667,0.27475,-0.0144,0.255214286,-0.3497,0.015021053,0,0.3083,0,0,0,0,0.23542,0,0,0,0.034072222,0,0.351625,0.128703125,0.3742,0.4008,0.108083333,-0.195933333,-0.3578,0.09165,0,0.122366667,0.138004545,0,0.34776,0.436266667,0.055507692,0.35915,0.714,0
20200604,0,0.7783,0.07485,0.391085714,0.200553333,-0.3057,0.4981,0,0,0.251722222,0.126541667,0,0.8083,0,-0.224,0.365853333,0.132983333,0.08955,0.44928,0.384325,0.218279167,0,0.4677,0,0.22508,0.9468,0.24695,0.3985,0,0,0,0.13676,0.3389,0.2254,0.323843243,0.630666667,0.4833,0.0981,0.8737,0.4199,0.3348,0,0.6833,0.226434375,0.5718,-0.16748,0.17578,0.025047059,0.2023,0,0.9008
20200605,0,0.273666667,0,0.3619,0.170555128,0.3676125,0.3182,0,0,0.30949,0.3437125,0,-0.036033333,0,0.36465,0.246204348,0.630666667,0,0.254,0.332133333,0.188314286,0,0.07054,0.285883333,0,0.58956,0,0.1699,0,0.4061,0,0.348964286,0.7088,0.0503375,0.3226175,0.010071429,0.5065,0.35746,0.445975,-0.241533333,0.0703,0,0.054216667,0.389651852,0.8316,0.31245,0.16665,0.187543478,0,0,0.7964
20200606,0,0.8555,0,0.671475,0.184834177,0.3185,0.32085,0,0,0.47423,0.325846667,0,0.26962,0.3881,0.01275,0.155204545,0.2524,0.4663,-0.118,0.147292857,0.077123529,0,0,0.68265,0.5267,0.59325,0,0.627233333,0,-0.038333333,0,0.218423077,0.8519,0.32264,0.148230769,0.11025,0.315566667,0.2798,-0.144666667,0,0.340225,0,0.45874,0.285508696,0.78145,0.067766667,0.5788,0.15681875,0,-0.3595,0.17575
20200607,0,0.58965,0.5431,-0.1237,0.2773125,0.501625,0.2775,0,0,0.157275,0.57412,0,-0.7906,0.4404,0.109766667,0.268172727,0,0.422266667,0.441533333,0.045666667,0.295789474,0,0.8442,0.114166667,-0.3818,0,0.6027,0.227383333,0,0.1097,0,0.103622222,-0.4019,0.52375,0.255893333,0.5476,0,0.2417,0.1396,0,0.07615,0,0.460566667,0.37507619,0,0.2903,0,0.100216667,0,0,0
20200608,0,-0.3515,0.29295,0,0.204214865,0.22954,0,0,0.0049,0.3670375,0.54151875,0,0.47215,0.1806,0.0093,0.014817647,0.20912,-0.4588,-0.03002,0.28533,0.126418519,0,0.3474,0.374325,0,-0.2088,0.2787,0.232333333,0,0,0,0.137113333,0.4195,0.180566667,0.136394118,0.381125,0.4544,0.206025,0.1806,0,0.4168,0,0.3661,0.146213793,0,0,0.2263,0.353880952,0,0.6705,0
20200609,0,0.8957,0.6666,0.706525,0.230847297,0.15854,0.584733333,0,0,0.284659091,0.182852174,0,0,0,0.2856,0.254963636,0.2707,0.8733,0.459875,0.439327273,0.367594444,0,0.04765,0.1061,0.8553,0.659,0,0.46816,0,0.3816,0,0.330772222,0,0.507483333,0.199546512,0.6094,0.14995,0.282855556,0.4345,0,0.60564,0,0.34985,0.352105714,0.4516,0.5791,0.573266667,0.373064706,0.24644,0,0
20200610,0,0.42165,0.7506,0.435555556,0.247255844,0.29024,0.228433333,0,0,0.534373684,0.093154545,0,0,0,0.911033333,0.34756,0.4215,-0.2202,0.1228,0.510428571,0.039595,0,0.4615,0.60288,0.522075,-0.3117,0.309133333,0.447544444,0,0,0,-0.0372,0.3953,-0.4192,0.323579412,0.55528,0.3884,0.21282,0.120557143,0,0.499033333,0,0.2051,0.0034,0.3612,0.285283333,0.207242857,0.207441176,0.7248,0.4019,0.6705
20200611,0,0,0.1734,0.4228,0.231450667,-0.195475,-0.03455,0,0.5346,0.19138,0.347421429,0,-0.8797,0,0.15936,0.125354545,0.4215,0.5071,0.195225,0.4554,0.1837,0.4019,0.061533333,0.0795,0.407742857,0.631628571,0.1531,0.328,0,0,0,0.4408125,0,0.234375,0.334535,0.63465,0.4187,0.074533333,0.134466667,0.4215,-0.20786,0,0.28146,0.25788,0.4628,-0.0927,-0.13878,0.307747826,0.3033,0,0
20200612,0,0,0.73865,0.6433,0.241934286,0.715833333,0,0,0,0.216691667,0.277917647,0,0.4753,0.3737,0.16594,0.322013333,0.603,0.1574,0.327666667,0.456,0.312953571,0.7579,0.4763,0.33516,0,0.7111,0,0.156583333,0,0,0.6369,0.15580625,0.1901,0.4712,-0.052129545,0.3789375,0.6988,0.331823077,0.363033333,0.875,0.2888,0,0.05035,0.16925,0.284433333,0.536275,-0.1806,0.4304,-0.01756,0.7946,0
20200613,0,0,-0.4767,0.276425,0.298788542,0.12876,0.730333333,0,0,0.493666667,0.1449,0,0.91155,0.34,0.5413,0.480718182,0.4215,0,0.578183333,0.333071429,0.209275862,0,0.5742,0.61765,0.2732,0.10186,0,0.314675,0,0.8955,0,0.382244444,0.7177,0.79625,0.136436364,0.6021875,0,0.1204,-0.0258,0,0.5267,0,0.9509,0.160890909,0.9326,0.456416667,0.2263,0.2232,-0.06364,-0.807,0
20200614,0,0,0.3802,-0.11315,0.317262791,0.529833333,0,0,0,0.247621053,0.130994737,0,0.41915,0,0.23475,0.28988125,0.6209,0.6278,0.17636,0.4567125,0.270841667,0,0,0.691333333,0,0.7263,0,0.15824,0,0,0,0.126935714,-0.5423,0.02538,0.14296,0.12252,0,-0.116375,0.378944444,0,0.632075,0,0.0775,0.304256667,0.93535,0.5007,0.2263,0.070885714,0.4037,0,0
20200615,0,0.45205,0,0.3848,0.313904124,0.334833333,0.427575,0,0,0.4006,0.33102963,0,0.146475,0.4139,0.081416667,0.283491667,0.455733333,0.52586,0.13532,0.345872727,0.443244,0,0.8355,0.7879,0.68495,-0.3818,-0.5994,0.531093333,0,0.8762,0,0.343282353,0,0.452505882,0.298792308,0.101675,0.6996,0.4274,0.479616667,0.7563,0.80095,0,0.921,0.403386364,0.42588,-0.00838,0.304866667,0.251463636,0.427018182,0,0.7783
20200616,0,0.54745,-0.296,0.016625,0.401887629,0.097133333,0.841366667,0,0.43915,0.568854545,0.1847,0,-0.0007,0,0.37908,0.296661905,-0.0558,0.671233333,0.0957875,0.4144,0.410213793,0,0.403311111,0.39791,0.7585,0.3403,0,0.542285,0,-0.1027,0.29295,0.301641667,-0.2942,0.081066667,0.281115217,0.531025,0.0516,0.240707692,0.398444444,0.9601,0.268866667,0,0.605866667,0.261913043,0.522833333,0.284127273,0.332033333,0.287158065,0.212583333,0,0
20200617,0,0.296,0,0.386923077,0.231846392,0.33118,0.31645,0,0,0.287021739,0.447135294,0,0.6362,0,0.20796,0.10555,0.4215,0.403975,0.190633333,0.28486,0.074562963,0,0.4645,0.209466667,0.397233333,0.44008,0,0.317964286,0,0.3544,0,0.46828,0.06745,0.46255,0.323245614,0.638769231,-0.5789,0.59124,0.264644444,0,0.26145,0,0.3526375,0.270939474,0.09575,0.7877,0.48205,0.170070833,0.045433333,0.3334,0
20200618,0,0,0.6555,0.199847619,0.298189063,0.130428571,0.07245,0,0.4759,0.248115,0.167634783,0,0,-0.3818,0.2438875,0.140278261,0.4215,0.1806,0.7332,0.551609091,0.2527875,0,0.585433333,0.2023,0.5289,0.0261,0,0.441638462,0,0.26335,0.7096,0.412076471,-0.0091,-0.1097875,0.333172093,0.326745455,0.4738,0.18491,0.4090125,-0.3493,0.303866667,0,0.364533333,0.274966667,0,0.2316,0.27166,0.408565625,0.582585714,0.5031,0
20200619,0,0.19792,0.751175,0.39998,0.287136283,0.647433333,0.9207,0,0,0.38473913,0.486248,0,0.7562,0.2294,0.594314286,0.487316667,0,0.6486,0.3404,0.443038462,0.350640741,0,0.69526,0.32888,0.46708,0.27695,0.5106,0.546316667,0,0.8934,0.636,0.252438462,0.31245,-0.090028571,0.136286792,0.338153333,0,-0.06088,0.192242857,-0.4637,-0.04188,0,0.1335,0.267570213,0.133766667,0.243883333,0,0.395014286,0.35975,0,0
20200620,0,0,0.169866667,0.27273,0.315821138,0.05788,0.0509,0,0,0.2187,0.356026923,0,0.5916,0.7302,0.12395,0.074221053,0.52656,0.406766667,0.332575,0.204884615,0.202251724,0.5654,0.39195,0.46512,0.7813,0.3828,0,0.3003,0,0,0,0.363404762,0.55955,0.253922222,0.235135556,0.402228571,0.379366667,0.258,0.255466667,0,0.765,0,0.011728571,0.337994118,0,0.124966667,0.151633333,0.421430435,0.455,0.7213,0
20200621,0,0.429,0.206566667,0.21354,0.411414607,0.88155,0,0,0.79815,0.310523077,0.296252941,0,0.20425,0,0.30416,0.346233333,0.404366667,0.2985,0.5855,0.70015,0.321155556,0,0.511175,0.85115,0.872425,0.577057143,0.9299,-0.035855556,0,0.76785,-0.4019,0.492733333,0,0.3868625,0.223936957,0.233061538,0.202457143,0.473585714,0.446475,0.5046,0.8777,0,0.582025,0.352188095,0.176533333,0.428557143,0.128585714,0.521061905,0.149566667,0.6369,0
20200622,0,0.025566667,-0.21075,0.31305,0.404321782,0.29558,0.31245,0,0.7845,0.156514286,0.21398,0,-0.45595,0.7351,0.0491125,0.322789474,0.48595,0.5257,0.7011,0.251972727,0.367995652,0.6765,0.116375,0.598366667,0.33192,0,0.404833333,0.331,0,0.7295,0,0.33415,0.27035,0.534214286,0.248704651,0.35214,0.0741375,0.435442857,0.3363,0.58686,0.244666667,0,0.361091667,0.131384444,0.67315,0.360914286,0.205771429,0.325973077,0.2454,0.8172,0
20200623,0,0.71645,-0.006133333,0.454766667,0.344463918,0.02615,-0.03945,0,0,0.476807143,0.400630769,0,0.11564,0,0.161025,0.435875,0,0.53662,0,-0.029066667,0.243437037,0,0.124,-0.009175,0.04545,0.583833333,0.4019,0.424366667,0,0,0.0493,0.386338462,-0.281,0.238183333,0.360222581,0.438741667,0.18335,0.33126,0.36398,0.4404,0.401733333,0,0.9449,0.206438462,0.84635,0.4742,0.251883333,0.259886957,0.308433333,0.18,0
20200624,0,-0.034133333,0,0.600342857,0.276508989,0.686133333,0.46285,0,0,0.445042105,0.3532,0,0,0.3781,0.276216667,0.664714286,0.441975,-0.125,0.8525,0.515514286,0.10564,0.3008,0.27155,0.627866667,0,0,0,0.312257143,0,0.76275,0,0.28425,0.0948,0.5682375,0.315224138,0.40577,0.3662,0.2348875,0.0417625,0,0.57132,0,0.4632,0.254065306,0.364733333,0,-0.0772,0.373105263,0.160333333,0,0
20200625,0,0.493825,0,0.246290909,0.27175,0.3025,0,0,0,0.190178947,0.154192308,0,0.11195,-0.5719,0.34496,0.350556522,0.4215,0.4043,0.0808,-0.12866,0.277753846,-0.7494,0.5961,0.21536,0.88365,0.5518,-0.4404,0.116985714,0,0,0,0.288976923,0.8109,0.219883333,0.2909,0.1287,0.2379,0.0560125,0.558027273,0.32985,0.2267,0,0.0319,0.225091837,-0.1007,0.1095,-0.1789,0.434088,0.39766,0,0
20200626,0,0.67005,-0.216666667,0.1973,0.334414141,-0.043983333,0.4134,0,0,0.385252381,0.205118182,0,0,0.48605,0.36666,0.416828571,0.7378,0.8798,0.274554545,0.1679125,0.291284615,0,0,0.1095,0.224875,0.796,0,0.4071875,0,0.9134,0.5267,0.2271,0.2346,0.547416667,0.216314706,0.576375,0.22455,0.39126,0.245288889,0.3728,0.17584,0,0.285836364,0.354029333,-0.2645,0.7218,-0.4359,0.187366667,0.195725,0,0.1299
20200627,0,-0.30665,0,0.223809091,0.378636702,0.16665,0.31845,0,0,0.474613793,0.457588462,0,0.5914,0,0.62628,0.33896,0,0.136825,0.436925,0.279618182,0.238732143,0,0.113633333,0,0.640666667,0,0,0.293468421,0,0.438533333,0.31845,0.378838095,0.345975,0.611133333,0.298782609,0.4712,0.48725,0.132025,0.341266667,0.216366667,0.21075,0,0.168188889,0.364830263,0.24635,0.46585,-0.10126,0.39478,0.4492,0,0
20200628,0,0.51985,0.393266667,0.495955556,0.394563768,0.306625,0.1886,0,0,0.147486667,0.358393333,0,0.3953,0.3182,0.5438,0.385326316,0.9108,0,-0.04065,0.2046,0.40745,0,0.708925,0.53154,0.1204,0,0,0.231713333,-0.5859,0,0,0.097184615,0.47795,0.333833333,0.255698246,0.041842857,0,0.3558125,0.104466667,0.7906,0.31898,0.3818,0.274266667,0.298967241,-0.4019,0.5957,0.6395,0.3448,0.185142857,0.3822,0.4019
20200629,0,0.127266667,0.7506,0.071788889,0.311458824,0.1589,0.2221,0,0,0.219346667,0.342222727,0,-0.0803,0.1175,0.583333333,0.393927273,0.5684,0,0.81555,0.06,0.309169231,0,0.41185,0.687383333,0.30705,0.9234,0.0386,0.334328571,0,0.7579,0,0.251561538,0.321066667,0.3843875,0.34664375,0.525692308,0,0.432407692,0.066266667,0.6563,0.320225,0,0.305075,0.323633929,0.33504,0.40855,0.45085,0.058879167,0.2884,0,0
20200630,0,0.285366667,0.22022,0.5352,0.302203571,0.4625,0.11888,0,0,0.228647619,0.452577778,0,-0.2883,0.1265,0.3321,0.406018182,0.3111,0.261266667,0.172744444,0.4371,0.268081481,0,0.352733333,0.4372,0.47475,-0.00045,-0.10515,0.389376923,0,0.6833,0.6249,0.346678571,0.4869,0.24545,0.217095745,0.402675,0.00594,-0.01106,0.152955556,0.4344,0.654225,0,0.296085714,0.278467347,0.156083333,0.342733333,0.3818,0.119171429,0.08505,0.34,0
20200701,0,0.45842,0.314125,0.414678571,0.294238562,0.51052,0,0,0,0.37319,0.326393103,0,0,0,0.266266667,0.2582625,0.370433333,0.302,0.345,0.375164286,0.284785714,0,0.0762,0.528528571,0.308275,0.2583,0,0.442947059,0,0.8555,0,0.272630769,0,0.206788889,0.365664151,0.245325,0.727033333,0.065241667,0.16284,0.159333333,-0.103375,0,0.309938462,0.272272308,0.0387,0.163733333,0.9362,0.31658,0,0.024333333,0
20200702,0,0.29295,0.4847,0.3573,0.332877228,0.640414286,0,0,0,0.221666667,0.369071429,0,0.07595,0.4823,0.047825,0.197946667,0.200533333,0.180925,0.5859,0.22772,0.436013333,0,0.36465,0,0.38932,0.0883,0,0.497855556,0,0.828,-0.205675,0.236128571,-0.128,0.4656,0.1747,0.466983333,0.179275,0.247408333,0.5061625,0.519866667,0.727,0,0.1993625,0.458754,0.36705,0.500783333,0.2557,0.17071,-0.2926,0,0
20200703,0,-0.07655,0.4787,0.277166667,0.355886957,0.4162625,0.7134,0,-0.17,0.387834783,0.248863636,0,0.238,0.28595,0.540233333,0.272757143,0.488333333,0.585566667,0.2953,0.295683333,0.227523333,0,0.2704,0.14095,0.47786,0.220625,0,0.389081818,0,0,0,0.357955556,0.7424,0.253428571,0.269815385,0.388806667,0.7418,0.41304,0.20653,0,0.2238,0,0.2187,0.338644231,0.71545,0.335411111,0.038066667,0.021936364,0.36825,0,0
20200704,0,0.364133333,0.20095,0.578423077,0.341573585,0.2261,0.112042857,0,0,0.401711111,0.460319048,0,-0.0879,0.1062,0.282657143,0.200069231,0.63812,0.4869,0.367866667,0.363823077,0.3562225,0,0.4864,0.05075,0.8338,0.41065,0,0.662542857,0,0.3144,0,0.234289474,0.68194,0.4516875,0.143398148,0.478228571,0.539466667,0.27694,0.119457143,0.7167,0.655471429,-0.5445,0.63946,0.3352625,0.4676,0.478633333,-0.05775,0.290590476,0.185271429,0.3271,0
20200705,0,0.4075,-0.3454,0.671985714,0.357514607,-0.113911111,0.1372,0,0,0.370385185,0.208195455,0,0.222475,0,0.5719,0.146173333,0.5574,0.92745,0.271533333,0.761525,0.157036667,0,0.451285714,-0.1779,0.11725,0.20945,-0.08895,0.41916,0,-0.296,0.1779,0.038630769,0.341375,0.206233333,0.099654286,0.266468421,0.603533333,-0.148366667,0.440442857,0,0.528871429,0.5242,0.736775,0.210029545,0,-0.11636,0.666066667,0.162568421,0.351175,0.6124,0.76555
20200706,0,0.2373,0,0.334825,0.293930769,0.5516125,0.669066667,0,0,0.514546154,0.261488462,0,0.6514,0.318375,-0.06134,0.1139,0.0149,0.2881,0,0.3217125,0.208713333,0.9501,0.2202,0.106066667,0.69335,0.34545,0.4019,0.28488,0,0,0,0.35095,0.292,0.578733333,0.192579412,0.252427273,0,0.261214286,0.2441625,-0.2997,0.28746,0,0.4806,0.281535556,0,0.043177778,0.723766667,0.43074,0.45505,0.45765,0
20200707,0,0.728566667,0.9194,0.46085,0.328681111,-0.18715,0.8472,0,0.3612,0.193752,0.258136364,0,-0.6059,0,0.3104,0.374077778,-0.1531,0.382033333,0.11555,0.315177778,-0.021537931,0,0.355066667,0.330683333,0.26424,0.60895,0.4939,0.577611111,0,0.5952,0,0.257055556,0.06635,0.236218182,0.388095,0.188,0.40572,0.404375,0.016657143,-0.21075,0.2855,0,0.3182,0.24565,0.5555,0.4908,0.9633,0.17096875,0.742825,0,0
20200708,0,-0.060166667,-0.4184,0.58915,0.248337209,0.104333333,0.7862,0,0.717,0.402619231,0.33117,0,0,0.57255,0.327833333,0.424671429,0,0.873,0.119716667,0.585246154,0.308496875,0,0.3818,0.360166667,0,0.8885,0.3182,0.3612,0,0.3808,-0.2263,0.317926667,0.8201,0.52118,0.2582375,0.0195125,-0.08055,-0.0105,0.37895,0.8096,0.4037,0,0.44646,0.172338235,0.176975,0.436333333,0.453083333,0.49464,0.038166667,0,0
20200709,0,0.345,0,0.431757143,0.325824658,0.6224,0,0,0,0.374162069,0.229492308,0,0.2606,0.5574,0.279666667,0.460169231,-0.0301,0.376116667,0.03108,0.603766667,0.14216,0,-0.1702,0.1269,0.2423,0.70832,-0.31805,0.173816667,0,-0.7845,0,0.2727,0.13545,0.38759,0.27495283,0.468211111,0.195925,0.469509091,0.351144444,0,-0.032233333,0,0.3169,0.33617193,-0.19945,-0.1253,0.643033333,0.233853333,0.4703,0,0.5423
20200710,0,0.14696,0.125,0.393607143,0.338602752,0.21967,0.962,0,0.4404,0.489336,0.274166667,0,0.0836,0,0.229771429,0.333560714,0,0.290283333,0.285625,0.51565,0.204379412,0,-0.127816667,0.815975,0.375385714,0.53975,0.1591,0.483771429,0,0.3544,0,0.2277,0,0.084754545,0.14505,0.25589,0.370433333,0.16905,0.330872727,-0.2997,0.199875,-0.1531,0.49195,0.232103846,0.802,-0.174733333,0.394566667,0.48297619,0.5147,0.1204,0
